report_date,market_name,contract_code,open_interest,dealer_long,dealer_short,asset_manager_long,asset_manager_short,leveraged_long,leveraged_short,other_long,other_short,nonreportable_long,nonreportable_short,symbol,available_at,leveraged_net,leveraged_net_pct_oi,leveraged_weekly_change,leveraged_percentile,leveraged_zscore,asset_manager_net,asset_manager_net_pct_oi,asset_manager_weekly_change,asset_manager_percentile,asset_manager_zscore,dealer_net,dealer_net_pct_oi,dealer_weekly_change,other_net,other_net_pct_oi,other_weekly_change,nonreportable_net,nonreportable_net_pct_oi,nonreportable_weekly_change,date,close,price_sma,price_momentum,price_normalized,state,extreme_direction,proxy_symbol
2011-05-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,885078,51100,273250,403571,114351,94647,170013,22883,60331,162174,116430,ES,2011-05-06 15:30:00-04:00,-75366,-8.515181712798194,2.274285635500002,,,289220,32.67734595143027,-0.9591979978669869,,,-222150,-25.099482757451884,1.4234970836663656,-37448,-4.231039524200127,-2.964273417903672,45744,5.168358043019937,0.22568869660429236,,,,,,NORMAL,,SPY
2011-05-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,863175,53866,268413,403444,113535,82038,171171,22817,59956,172117,121208,ES,2011-05-13 15:30:00-04:00,-89133,-10.326179511686506,-1.8109977988883124,,,289909,33.58635270947374,0.9090067580434749,,,-214547,-24.85556231355171,0.24392044390017276,-37139,-4.302603759376719,-0.07156423517659238,50909,5.897877023778492,0.7295189807585549,,,,,,NORMAL,,SPY
2011-05-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,870469,55680,256995,406142,120158,77794,172284,24347,59430,169593,124690,ES,2011-05-20 15:30:00-04:00,-94490,-10.85506778529735,-0.5288882736108445,,,285984,32.854013181399914,-0.7323395280738296,,,-201315,-23.127187757404343,1.7283745561473687,-35083,-4.030356049440014,0.2722477099367051,44903,5.158483530142946,-0.7393934936355464,,,,,,NORMAL,,SPY
2011-05-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,896257,57404,251970,410614,122425,80774,176847,24876,61783,178486,139129,ES,2011-05-27 15:30:00-04:00,-96073,-10.719358398316555,0.13570938698079615,,,288189,32.154727940758065,-0.6992852406418493,,,-194566,-21.70872863475543,1.4184591226489118,-36907,-4.1179036816448855,-0.08754763220487138,39357,4.391262773958808,-0.7672207561841375,2011-06-01,131.97000122070312,127.4579963684082,-0.008862130904028572,297.1878985969388,NORMAL,,SPY
2011-05-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,905541,62578,254276,405706,116769,87112,184285,23653,65074,178771,137417,ES,2011-06-03 15:30:00-04:00,-97173,-10.730933221135212,-0.011574822818657182,,,288937,31.907666245923707,-0.24706169483435758,,,-191698,-21.16944456407827,0.5392840706771622,-41421,-4.574171683004966,-0.4562680013600806,41354,4.566772791071856,0.17551001711304792,,,,,,NORMAL,,SPY
2011-06-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,948917,56731,237943,400823,123014,83317,194831,23687,53536,190506,145741,ES,2011-06-10 15:30:00-04:00,-111514,-11.751712741999564,-1.0207795208643518,,,277809,29.276427759224465,-2.6312384866992424,,,-181212,-19.09671762651528,2.07272693756299,-29849,-3.145585968003524,1.428585715001442,44765,4.717483193999054,0.1507104029271975,,,,,,NORMAL,,SPY
2011-06-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1072737,51893,238186,407525,125543,85520,189310,23283,51942,219516,182757,ES,2011-06-17 15:30:00-04:00,-103790,-9.675251249840361,2.0764614921592024,57.692307692307686,0.24356488813490262,281982,26.286219269028663,-2.9902084901958013,9.615384615384617,-1.6224026501132518,-186293,-17.366139137551887,1.730578488963392,-28659,-2.6715774695941317,0.4740084984093924,36759,3.4266553684640315,-1.2908278255350223,,,,,,NORMAL,,SPY
2011-06-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,771574,36162,198745,403084,128875,68814,165447,23130,74926,125827,89024,ES,2011-06-24 15:30:00-04:00,-96633,-12.524138967876056,-2.8488877180356944,33.9622641509434,-0.5942089071158669,274209,35.53891136819022,9.252692099161557,86.79245283018868,1.0305879182681412,-162583,-21.07160168694124,-3.7054625493893525,-51796,-6.713030765681581,-4.041453296087449,36803,4.769860052308657,1.3432046838446259,2011-07-01,129.3300018310547,128.97799682617188,-0.024587032180981513,291.24279089329696,NORMAL,,SPY
2011-06-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,767317,39625,205030,400133,124707,70634,162756,22777,72209,116571,85040,ES,2011-07-01 15:30:00-04:00,-92122,-12.005729053311734,0.5184099145643213,38.88888888888889,-0.4338760096721403,275426,35.894682380293936,0.3557710121037161,90.74074074074075,1.1109795006430143,-165405,-21.5562798686853,-0.4846781817440622,-49432,-6.442187518326845,0.27084324735473597,31531,4.1092534115626265,-0.6606066407460309,2011-07-01,129.3300018310547,128.97799682617188,-0.024587032180981513,291.24279089329696,NORMAL,,SPY
2011-07-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,767993,48588,216084,389584,115276,76677,156078,23962,78904,113207,85676,ES,2011-07-08 15:30:00-04:00,-79401,-10.33876610854526,1.6669629447664747,56.36363636363636,0.06635615199635753,274308,35.71751305024915,-0.17716933004478364,87.27272727272727,1.039004346025705,-167496,-21.80957378517773,-0.25329391649242794,-54942,-7.153971455468995,-0.7117839371421502,27531,3.584798298942829,-0.5244551126197976,,,,,,NORMAL,,SPY
2011-07-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,795442,48264,215215,388204,134851,88998,154758,23692,78438,123210,89108,ES,2011-07-15 15:30:00-04:00,-65760,-8.267101812577158,2.0716642959681018,71.42857142857143,0.687336373222448,253353,31.85059375793584,-3.8669192923133124,39.285714285714285,-0.0630140249547747,-166951,-20.988456732231892,0.8211170529458371,-54746,-6.882462831985236,0.2715086234837596,34102,4.287176186321567,0.7023778873787379,,,,,,NORMAL,,SPY
2011-07-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,792364,47491,208472,386546,132649,80779,153187,22089,76632,122588,88553,ES,2011-07-22 15:30:00-04:00,-72408,-9.138224351434442,-0.8711225388572839,64.91228070175438,0.41590722257492163,253897,32.04297519826746,0.19238144033162285,43.859649122807014,-0.00810572699473799,-160981,-20.316546435729034,0.6719102965028583,-54543,-6.883578759257109,-0.0011159272718730406,34035,4.295374348153121,0.008198161831554529,,,,,,NORMAL,,SPY
2011-07-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,802406,53932,214136,383287,125080,79675,158374,22666,77512,126707,91166,ES,2011-07-29 15:30:00-04:00,-78699,-9.807877807493963,-0.6696534560595211,56.896551724137936,0.2083728836655428,258207,32.17909636767422,0.13612116940675634,46.55172413793103,0.030768593035603937,-160204,-19.96545389740356,0.3510925383254744,-54846,-6.835193156581581,0.04838560267552783,35541,4.42930386861514,0.13392952046201856,2011-08-01,122.22000122070312,129.35099716186522,-0.10415592038363168,275.23152984254045,NORMAL,,SPY
2011-08-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,855617,65828,182163,380893,171306,86773,166673,26289,67340,143377,115678,ES,2011-08-05 15:30:00-04:00,-79900,-9.338290379924663,0.4695874275692997,64.40677966101694,0.3503572735398449,209587,24.495422601467713,-7.683673766206507,3.389830508474576,-2.179060768686276,-116335,-13.5966209180042,6.368832979399359,-41051,-4.797824260153784,2.0373688964277967,27699,3.237312956614934,-1.1919909120002057,,,,,,NORMAL,,SPY
2011-08-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1011909,88799,162994,390050,196993,108337,195677,23863,71715,172610,156280,ES,2011-08-12 15:30:00-04:00,-87340,-8.631210909281368,0.7070794706432952,70.0,0.5652790125471702,193057,19.07849421242424,-5.416928389043473,0.0,-3.5905116415852683,-74195,-7.332181055806402,6.264439862197799,-47852,-4.728883723734051,0.06894053641973308,16330,1.6137814763975813,-1.6235314802173528,,,,,,NORMAL,,SPY
2011-08-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,977983,95188,125322,399140,200378,100566,216336,22548,79167,119134,115373,ES,2011-08-19 15:30:00-04:00,-115770,-11.837629079442076,-3.206418170160708,37.704918032786885,-0.43580459497776436,198762,20.3236661577962,1.2451719453719612,1.639344262295082,-2.9132547349575395,-30134,-3.081239653450009,4.250941402356393,-56619,-5.789364436805139,-1.0604807130710876,3761,0.3845670119010249,-1.2292144644965564,,,,,,NORMAL,,SPY
2011-08-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1062071,128892,117096,401430,213749,91509,229378,24753,93878,119342,111825,ES,2011-08-26 15:30:00-04:00,-137869,-12.981147211438783,-1.1435181319967072,25.806451612903224,-0.7889098362874846,187681,17.67122913628185,-2.652437021514352,0.0,-3.3474365368597883,11796,1.1106602100989482,4.191899863548957,-69125,-6.5085102596719056,-0.7191458228667669,7517,0.7077681247298909,0.32320111282886604,2011-09-01,113.1500015258789,128.81699752807617,-0.16123049188049143,254.806477750044,NORMAL,,SPY
2011-08-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1113795,139795,124223,409859,210888,93187,245970,24560,92928,150638,144030,ES,2011-09-02 15:30:00-04:00,-152783,-13.717335775434439,-0.7361885639956558,19.047619047619047,-1.0095406229128325,198971,17.864238930862502,0.1930097945806537,1.5873015873015872,-3.013215297651502,15572,1.3981028824873518,0.2874426723884036,-68368,-6.138292953371132,0.37021730630077343,6608,0.5932869154557168,-0.11448120927417416,,,,,,NORMAL,,SPY
2011-09-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1193021,166889,133091,406896,228734,100804,245081,21821,100380,159361,148485,ES,2011-09-09 15:30:00-04:00,-144277,-12.093416628877446,1.623919146556993,34.375,-0.484830975921359,178162,14.933685157260435,-2.9305537736020675,0.0,-3.4131906120112476,33798,2.8329761169333985,1.4348732344460466,-78559,-6.584879897336259,-0.44658694396512644,10876,0.9116352520198723,0.3183483365641555,,,,,,NORMAL,,SPY
2011-09-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1322673,169890,129615,401617,234039,121024,248472,22884,95092,164512,172709,ES,2011-09-16 15:30:00-04:00,-127448,-9.635639345476925,2.457777283400521,60.0,0.2946299598133003,167578,12.669646995137876,-2.2640381621225583,0.0,-3.5580338046174442,40275,3.0449702987813314,0.21199418184793295,-72208,-5.459248052995714,1.1256318443405444,-8197,-0.6197298954465692,-1.5313651474664414,,,,,,NORMAL,,SPY
2011-09-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,849368,106916,122894,395432,213679,67888,197372,19530,49447,144665,151039,ES,2011-09-23 15:30:00-04:00,-129484,-15.244746682239029,-5.609107336762104,4.545454545454546,-1.4887983149181065,181753,21.398616383004775,8.728969387866899,9.090909090909092,-1.6575694624540138,-15978,-1.8811634062032005,-4.926133704984532,-29917,-3.522265967166175,1.936982085829539,-6374,-0.75044032739637,-0.1307104319498008,,,,,,EXTREME_SHORT,short,SPY
2011-09-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,881093,116445,122103,383032,243597,80056,170647,20310,54507,136371,145359,ES,2011-09-30 15:30:00-04:00,-90591,-10.281661527216764,4.963085155022265,56.71641791044776,0.10835496198038157,139435,15.825230707768647,-5.573385675236128,2.9850746268656714,-2.6038157274476332,-5658,-0.6421569573245957,1.2390064488786048,-34197,-3.881202097848922,-0.35893613068274677,-8988,-1.0200966299811711,-0.2696563025848011,2011-10-01,125.5,128.79199752807617,-0.04902630265103102,282.6178747361013,UNWINDING_SHORT,short,SPY
2011-10-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,925564,130547,118180,372179,268429,83496,178137,19990,45166,147063,143364,ES,2011-10-07 15:30:00-04:00,-94641,-10.22522483588385,0.05643669133291418,57.35294117647059,0.12545180443668374,103750,11.20938152304973,-4.6158491847189165,0.0,-3.25180348643589,12367,1.3361582775475278,1.9783152348721234,-25176,-2.720071221439036,1.161130876409886,3699,0.39964821449408144,1.4197448444752525,,,,,,UNWINDING_SHORT,short,SPY
2011-10-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,886848,116354,125158,375404,238383,76210,174697,17062,42065,137747,142474,ES,2011-10-14 15:30:00-04:00,-98487,-11.105285234899329,-0.8800603990154787,44.927536231884055,-0.1565378800147299,137021,15.450336472540954,4.240954949491224,4.3478260869565215,-2.3243610691668595,-8804,-0.9927293064876958,-2.3288875840352237,-25003,-2.8193106372230643,-0.0992394157840284,-4727,-0.5330112939308652,-0.9326595084249467,,,,,,NORMAL,,SPY
2011-10-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,892321,117354,127919,375948,227219,74350,178416,16142,45341,138152,143051,ES,2011-10-21 15:30:00-04:00,-104066,-11.662395034970599,-0.5571098000712702,41.42857142857143,-0.33460758851541894,148729,16.667656594431826,1.2173201218908716,7.142857142857142,-2.033484156882776,-10565,-1.1839909628933982,-0.19126165640570247,-29199,-3.2722529224348635,-0.45294228521179924,-4899,-0.5490176741329633,-0.016006380202098103,,,,,,NORMAL,,SPY
2011-10-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,896677,111134,124611,367220,229228,77493,174607,16480,43608,135502,135777,ES,2011-10-28 15:30:00-04:00,-97114,-10.83043280913863,0.831962225831969,47.88732394366197,-0.06268063769298532,137992,15.389265030774737,-1.2783915636570882,4.225352112676056,-2.156511142046687,-13477,-1.5029938316695979,-0.31900286877619966,-27128,-3.025392644173989,0.24686027826087464,-275,-0.030668791549242368,0.5183488825837209,2011-11-01,124.98999786376953,128.422998046875,-0.03355759611721459,281.4693829444493,NORMAL,,SPY
2011-11-01,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,859816,103075,136780,345751,208442,81098,165262,17136,42459,113999,108116,ES,2011-11-04 15:30:00-04:00,-84164,-9.788605934292919,1.041826874845711,61.111111111111114,0.27741284639008046,137309,15.969579537947654,0.5803145071729165,8.333333333333332,-1.988742989282665,-33705,-3.9200247494812843,-2.4170309178116867,-25323,-2.9451650120490895,0.08022763212489936,5883,0.6842161578756385,0.7148849494248809,,,,,,NORMAL,,SPY
2011-11-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,874939,97858,137505,356149,202511,76836,168790,17802,44937,117523,112424,ES,2011-11-11 15:30:00-05:00,-91954,-10.509761251927277,-0.7211553176343575,53.42465753424658,0.03874779735474515,153638,17.559852744019867,1.5902732060722133,10.95890410958904,-1.6918992105562947,-39647,-4.531401617712778,-0.6113768682314933,-27135,-3.101359066174899,-0.15619405412580933,5099,0.5827834854772733,-0.10143267239836518,,,,,,NORMAL,,SPY
2011-11-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,897885,99892,139440,355433,212700,80136,163809,17610,46507,126609,117225,ES,2011-11-18 15:30:00-05:00,-83673,-9.318899413622011,1.1908618383052652,70.27027027027027,0.43195452365911796,142733,15.896579183302984,-1.663273560716883,8.108108108108109,-1.887458986013788,-39548,-4.404572968698664,0.12682864901411328,-28897,-3.2183408788430587,-0.11698181266815988,9384,1.045122705023472,0.4623392195461986,,,,,,NORMAL,,SPY
2011-11-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,901580,108242,124964,355910,226178,75673,173413,17565,44619,129024,117240,ES,2011-11-25 15:30:00-05:00,-97740,-10.840968078262605,-1.522068664640594,45.33333333333333,-0.07712971828453208,129732,14.389405266310256,-1.5071739169927287,2.666666666666667,-2.044313772427903,-16722,-1.854743894052663,2.5498290746460013,-27054,-3.0007320481820803,0.21760883066097847,11784,1.3070387541870938,0.2619160491636219,2011-12-01,125.5,127.65799865722656,0.02683684132332727,282.6178747361013,NORMAL,,SPY
2011-11-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,902281,96176,131872,357475,212596,74200,175309,18486,37949,128037,116647,ES,2011-12-02 15:30:00-05:00,-101109,-11.20593251991342,-0.3649644416508142,42.10526315789473,-0.19869233153986388,144879,16.056971165302162,1.6675658989919064,11.842105263157894,-1.7458846606165068,-35696,-3.9561954646058157,-2.1014515705531527,-19463,-2.1570885345031092,0.8436435136789711,11390,1.262356183938263,-0.04468257024883071,,,,,,NORMAL,,SPY
2011-12-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,926993,92555,167949,348918,200244,90972,156434,15866,37030,133419,120073,ES,2011-12-09 15:30:00-05:00,-65462,-7.061757747901009,4.144174772012411,85.71428571428571,1.197566700283881,148674,16.0383088113934,-0.018662353908762697,11.688311688311687,-1.7034312299092966,-75394,-8.133178999194168,-4.176983534588352,-21164,-2.2830808862634346,-0.12599235176032542,13346,1.4397088219652143,0.17735263802695123,,,,,,NORMAL,,SPY
2011-12-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,1023384,93917,158403,350071,215366,99693,163845,19485,39467,139809,125894,ES,2011-12-16 15:30:00-05:00,-64152,-6.268614713538613,0.7931430343623953,92.3076923076923,1.4452886256174142,134705,13.162703344980965,-2.875605466412434,2.564102564102564,-2.049732508297701,-64486,-6.301251534125997,1.831927465068171,-19982,-1.952541763404548,0.33053912285888654,13915,1.3597046660881937,-0.08000415587702059,,,,,,EXTREME_LONG,long,SPY
2011-12-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,745391,37228,133086,352776,219597,80101,134407,27127,29942,129351,109551,ES,2011-12-23 15:30:00-05:00,-54306,-7.285572270124002,-1.016957556585389,82.27848101265823,1.078287383486213,133179,17.866998662446957,4.704295317465991,20.253164556962027,-1.3616143696165839,-95858,-12.860096244789647,-6.558844710663649,-2815,-0.3776541439325133,1.574887619472035,19800,2.6563239963992054,1.2966193303110116,,,,,,UNWINDING_LONG,long,SPY
2011-12-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,764761,41891,145608,359822,211754,77711,135407,28229,30392,122868,107360,ES,2011-12-30 15:30:00-05:00,-57696,-7.544317767250161,-0.25874549712615824,80.0,0.9776183808051078,148068,19.361342955511592,1.4943442930646356,22.5,-1.140862000573397,-103717,-13.562014799394843,-0.7019185546051965,-2163,-0.28283346038827817,0.09482068354423512,15508,2.027823071521691,-0.6285009248775144,2012-01-01,131.32000732421875,127.53099975585937,0.16058334558823778,295.72415442470094,UNWINDING_LONG,long,SPY
2012-01-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,788830,41821,158971,356420,211704,84966,128283,26016,32324,129631,107572,ES,2012-01-06 15:30:00-05:00,-43317,-5.491297237681123,2.0530205295690376,93.82716049382715,1.650029082946345,144716,18.345651154241093,-1.0156918012704992,20.98765432098765,-1.2582409194558501,-117150,-14.851108603881698,-1.2890938044868552,-6308,-0.7996653271300533,-0.5168318667417752,22059,2.7964200144517832,0.7685969429300923,,,,,,EXTREME_LONG,long,SPY
2012-01-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,755841,41532,156166,358190,211151,85247,141474,28857,31467,119316,92884,ES,2012-01-13 15:30:00-05:00,-56227,-7.438998413687535,-1.9477011760064116,80.48780487804879,0.9707899672262467,147039,19.45369462625076,1.1080434720096655,24.390243902439025,-1.0934925825829347,-114634,-15.16641727559103,-0.31530867170933163,-2610,-0.34531072011176955,0.4543546070182838,26432,3.4970317831395756,0.7006117686877924,,,,,,UNWINDING_LONG,long,SPY
2012-01-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,766599,39662,162479,363877,203560,86564,146268,29635,33232,122549,96747,ES,2012-01-20 15:30:00-05:00,-59704,-7.788165651142253,-0.34916723745471856,75.90361445783132,0.844288027646975,160317,20.912758821756878,1.4590641955061194,26.506024096385545,-0.8882693128125749,-122817,-16.02102272504921,-0.8546054494581803,-3597,-0.46921532639619934,-0.12390460628442979,25802,3.3657753271266984,-0.13125645601287728,,,,,,UNWINDING_LONG,long,SPY
2012-01-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,794994,40312,184102,368020,191583,87093,144618,32287,33151,127842,102100,ES,2012-01-27 15:30:00-05:00,-57525,-7.235903667197488,0.5522619839447653,82.14285714285714,1.0182730867369836,176437,22.193500831452816,1.2807420096959383,28.57142857142857,-0.7111089392658095,-143790,-18.0869289579544,-2.0659062329051885,-864,-0.10868006550992838,0.36053526088627097,25742,3.238011859209,-0.12776346791769821,2012-02-01,137.02000427246094,127.59000091552734,0.0917928627287724,308.5601785164497,NORMAL,,SPY
2012-01-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,799299,43585,194780,367748,190494,94168,153691,33745,30712,127835,97404,ES,2012-02-03 15:30:00-05:00,-59523,-7.446900346428558,-0.21099667923107024,78.82352941176471,0.9364123940827916,177254,22.1761818793718,-0.017318952081016192,28.235294117647058,-0.70712022929752,-151195,-18.915950101276245,-0.829021143321846,3033,0.37945749963405434,0.4881375651439827,30431,3.8072110686989475,0.5691992094899474,,,,,,UNWINDING_LONG,long,SPY
2012-02-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,798596,46840,202721,372939,176647,86819,153758,33297,33451,123162,96481,ES,2012-02-10 15:30:00-05:00,-66939,-8.382085560158078,-0.93518521372952,69.76744186046511,0.6169345189505038,196292,24.579637263397263,2.403455384025463,33.72093023255814,-0.3842936601545106,-155881,-19.51938151455805,-0.6034314132818039,-154,-0.019283843144718982,-0.3987413427787733,26681,3.3409884347029037,-0.4662226339960438,,,,,,NORMAL,,SPY
2012-02-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,796294,47244,200656,381164,172950,89195,167259,31768,34291,113302,87516,ES,2012-02-17 15:30:00-05:00,-78064,-9.803414316822682,-1.4213287566646038,54.02298850574713,0.1402429193074799,208214,26.147880054351784,1.5682427909545211,37.93103448275862,-0.17410249904412153,-153412,-19.265748580298233,0.2536329342598158,-2523,-0.31684277415125567,-0.2975589310065367,25786,3.2382511986778755,-0.10273723602502827,,,,,,NORMAL,,SPY
2012-02-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,808052,46115,199604,382375,166408,90622,172710,31195,35683,114044,89945,ES,2012-02-24 15:30:00-05:00,-82088,-10.158752159514487,-0.3553378426918048,52.27272727272727,0.020808939109842044,215967,26.72686906288209,0.5789890085303071,39.77272727272727,-0.09598815068231423,-153489,-18.994940919643785,0.27080766065444806,-4488,-0.5554098003593828,-0.23856702620812714,24099,2.982357571047408,-0.2558936276304675,2012-03-01,140.80999755859375,128.18100128173828,0.12657012533168396,317.09499802076004,NORMAL,,SPY
2012-02-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,811993,42595,194790,386693,168554,95476,176377,33057,35598,112881,95382,ES,2012-03-02 15:30:00-05:00,-80901,-9.963263230101738,0.19548892941274865,52.80898876404494,0.08633014108145132,218139,26.864640458723166,0.13777139584107445,40.44943820224719,-0.07699743312769643,-152195,-18.743388181917826,0.25155273772595876,-2541,-0.31293373218734644,0.24247606817203637,17499,2.1550678392547717,-0.8272897317926362,,,,,,NORMAL,,SPY
2012-03-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,846787,44347,176555,377959,172175,91677,188615,36120,28584,128301,112477,ES,2012-03-09 15:30:00-05:00,-96938,-11.447743056990719,-1.4844798268889807,34.44444444444444,-0.41537930916567006,205784,24.301742941259135,-2.5628975174640303,31.11111111111111,-0.421741253633908,-132208,-15.61289911158296,3.130489070334866,7536,0.8899522548173271,1.2028859870046735,15824,1.8687107855930711,-0.2863570536617006,,,,,,NORMAL,,SPY
2012-03-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,967328,41088,197395,390623,170408,103392,189418,38793,35376,153040,134340,ES,2012-03-16 15:30:00-04:00,-86026,-8.893157233120514,2.5545858238702053,67.03296703296702,0.4538296942845715,220215,22.765287472294816,-1.53645546896432,28.57142857142857,-0.6269130105732645,-156307,-16.15863492010983,-0.5457358085268691,3417,0.353241092990175,-0.5367111618271521,18700,1.9331602103939924,0.0644494248009213,,,,,,NORMAL,,SPY
2012-03-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,761130,37947,202710,388818,163418,84966,177398,39817,29322,131036,109737,ES,2012-03-23 15:30:00-04:00,-92432,-12.14404897980634,-3.250891746685827,25.0,-0.6567297476199125,225400,29.613863597545755,6.84857612525094,47.82608695652174,0.3075527702362176,-164763,-21.647156201962872,-5.488521281853043,10495,1.3788708893355932,1.0256297963454182,21299,2.7983393112871653,0.8651791008931728,,,,,,NORMAL,,SPY
2012-03-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,772728,38062,212834,393739,159070,83607,181354,39225,29141,138569,110802,ES,2012-03-30 15:30:00-04:00,-97747,-12.649599859200132,-0.5055508793937911,20.43010752688172,-0.8244862706623851,234669,30.36890082926981,0.755037231724053,52.68817204301075,0.4087662853770125,-174772,-22.617531654087855,-0.9703754521249834,10084,1.304987007071052,-0.07388388226454112,27767,3.593373088590034,0.7950337773028688,2012-04-01,139.8699951171875,128.97100067138672,0.114501953125,314.9781733814215,NORMAL,,SPY
